Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration
6173,36-50,Other,Kidnapping,City,Night,Digital Tools,Yes,Social Engineering,Yes,Calculated,No,Running,Acquitted,N/A
6174,51+,Other,Assault,Rural,Evening,Digital Tools,No,Online Fraud,Yes,Calculated,No,Fake Identity,Under Trial,N/A
6175,18-25,Male,Fraud,Metro,Morning,Gun,No,Social Engineering,No,Calculated,Yes,Fake Identity,Acquitted,N/A
6176,36-50,Other,Murder,City,Night,Digital Tools,Yes,Extortion,Yes,Aggressive,No,None,Under Trial,N/A
6177,26-35,Other,Drug Offense,Rural,Morning,Gun,Yes,Online Fraud,Yes,Manipulative,Yes,Running,Acquitted,N/A
6178,26-35,Male,Cybercrime,Metro,Morning,Digital Tools,No,Extortion,Yes,Opportunistic,Yes,Fake Identity,Convicted,Long-term
6179,26-35,Male,Murder,Metro,Evening,Gun,Yes,Social Engineering,Yes,Aggressive,Yes,None,Convicted,Death
6180,26-35,Other,Kidnapping,Rural,Evening,Digital Tools,Yes,Brute Force,No,Aggressive,Yes,Running,Acquitted,N/A
6181,18-25,Other,Cybercrime,Rural,Night,Knife,Yes,Brute Force,Yes,Aggressive,Yes,Fake Identity,Acquitted,N/A
6182,18-25,Other,Murder,City,Evening,Digital Tools,Yes,Online Fraud,Yes,Calculated,No,None,Acquitted,N/A
6183,18-25,Male,Fraud,Metro,Morning,Knife,No,Extortion,No,Aggressive,Yes,Running,Acquitted,N/A
6184,26-35,Female,Kidnapping,Metro,Night,None,Yes,Breaking & Entering,Yes,Opportunistic,Yes,None,Convicted,Life
6185,36-50,Male,Drug Offense,Metro,Evening,Gun,Yes,Social Engineering,No,Manipulative,Yes,Running,Convicted,Life
6186,26-35,Male,Fraud,City,Night,Digital Tools,Yes,Extortion,Yes,Manipulative,No,Running,Convicted,Short-term
6187,36-50,Female,Theft,City,Night,Knife,No,Brute Force,No,Manipulative,No,Running,Under Trial,N/A
6188,26-35,Male,Murder,City,Evening,Knife,No,Extortion,No,Calculated,Yes,Running,Under Trial,N/A
6189,26-35,Other,Assault,Metro,Evening,None,No,Brute Force,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A
6190,18-25,Female,Assault,Rural,Evening,Knife,Yes,Brute Force,No,Calculated,Yes,None,Convicted,Life
6191,18-25,Female,Human Trafficking,Metro,Morning,Gun,No,Online Fraud,No,Aggressive,Yes,Fake Identity,Convicted,Death
6192,26-35,Female,Human Trafficking,Metro,Morning,Gun,Yes,Breaking & Entering,Yes,Opportunistic,Yes,Running,Acquitted,N/A
6193,26-35,Other,Murder,Rural,Evening,Digital Tools,No,Online Fraud,Yes,Calculated,No,Running,Convicted,Life
6194,18-25,Male,Theft,City,Morning,Gun,Yes,Brute Force,Yes,Calculated,No,Fake Identity,Convicted,Long-term
6195,36-50,Male,Assault,Rural,Night,Gun,No,Extortion,Yes,Aggressive,Yes,None,Convicted,Short-term
6196,51+,Other,Cybercrime,City,Evening,Digital Tools,Yes,Extortion,Yes,Opportunistic,Yes,None,Convicted,Long-term
6197,36-50,Female,Kidnapping,Metro,Morning,Gun,No,Brute Force,Yes,Calculated,No,Fake Identity,Under Trial,N/A
6198,26-35,Female,Fraud,Metro,Evening,Knife,No,Extortion,Yes,Calculated,No,Running,Under Trial,N/A
6199,18-25,Other,Murder,City,Night,Gun,No,Extortion,No,Calculated,Yes,Vehicle,Under Trial,N/A
6200,51+,Other,Human Trafficking,City,Evening,Gun,No,Extortion,Yes,Calculated,No,Vehicle,Acquitted,N/A
6201,18-25,Female,Human Trafficking,City,Morning,Digital Tools,Yes,Extortion,Yes,Manipulative,No,Vehicle,Under Trial,N/A
6202,26-35,Male,Assault,Metro,Morning,Digital Tools,Yes,Social Engineering,No,Aggressive,No,Fake Identity,Convicted,Death
6203,36-50,Other,Human Trafficking,City,Night,Digital Tools,Yes,Breaking & Entering,Yes,Manipulative,No,Running,Acquitted,N/A
6204,51+,Other,Assault,Metro,Night,Digital Tools,Yes,Brute Force,No,Aggressive,No,Fake Identity,Under Trial,N/A
6205,18-25,Female,Assault,City,Night,Digital Tools,Yes,Online Fraud,Yes,Manipulative,No,Running,Acquitted,N/A
6206,51+,Other,Kidnapping,City,Evening,None,No,Breaking & Entering,No,Manipulative,Yes,None,Under Trial,N/A
6207,26-35,Other,Drug Offense,City,Night,Gun,No,Extortion,Yes,Aggressive,Yes,Fake Identity,Acquitted,N/A
6208,51+,Other,Human Trafficking,Rural,Morning,Digital Tools,No,Brute Force,No,Aggressive,Yes,Vehicle,Acquitted,N/A
6209,26-35,Other,Theft,City,Morning,Knife,No,Extortion,No,Opportunistic,Yes,Vehicle,Convicted,Death
6210,36-50,Female,Human Trafficking,Metro,Night,Knife,No,Brute Force,Yes,Aggressive,Yes,Vehicle,Convicted,Life
6211,18-25,Other,Theft,City,Morning,Gun,No,Extortion,Yes,Opportunistic,No,None,Under Trial,N/A
6212,18-25,Other,Fraud,Rural,Night,Digital Tools,Yes,Breaking & Entering,No,Manipulative,No,None,Acquitted,N/A
6213,51+,Male,Cybercrime,Rural,Night,Knife,Yes,Extortion,No,Manipulative,No,None,Under Trial,N/A
6214,18-25,Male,Cybercrime,Rural,Morning,None,No,Social Engineering,Yes,Manipulative,No,None,Under Trial,N/A
6215,18-25,Female,Kidnapping,City,Morning,None,No,Social Engineering,Yes,Manipulative,No,Running,Acquitted,N/A
6216,36-50,Female,Human Trafficking,City,Morning,Knife,No,Brute Force,No,Aggressive,No,Running,Under Trial,N/A
6217,18-25,Other,Drug Offense,City,Morning,Gun,Yes,Brute Force,No,Calculated,Yes,Running,Under Trial,N/A
6218,18-25,Female,Cybercrime,Rural,Evening,None,Yes,Brute Force,No,Opportunistic,No,Fake Identity,Convicted,Short-term
6219,26-35,Male,Murder,Metro,Morning,Gun,No,Social Engineering,No,Opportunistic,No,Running,Convicted,Death
6220,18-25,Male,Kidnapping,Metro,Evening,None,No,Social Engineering,Yes,Aggressive,No,Running,Under Trial,N/A
6221,51+,Other,Fraud,Rural,Morning,Digital Tools,No,Brute Force,No,Opportunistic,Yes,Running,Under Trial,N/A
6222,51+,Other,Human Trafficking,City,Night,Digital Tools,No,Extortion,No,Calculated,Yes,Fake Identity,Convicted,Short-term
6223,18-25,Other,Fraud,Metro,Morning,Knife,Yes,Brute Force,No,Aggressive,Yes,Fake Identity,Convicted,Long-term
6224,36-50,Female,Kidnapping,Rural,Night,Digital Tools,Yes,Brute Force,No,Aggressive,No,Fake Identity,Under Trial,N/A
6225,36-50,Other,Fraud,Metro,Evening,None,Yes,Online Fraud,No,Opportunistic,No,Running,Under Trial,N/A
6226,36-50,Female,Assault,Metro,Night,Digital Tools,No,Brute Force,Yes,Calculated,No,Fake Identity,Convicted,Death
6227,36-50,Male,Fraud,Metro,Evening,Knife,No,Online Fraud,No,Aggressive,Yes,Running,Acquitted,N/A
6228,36-50,Other,Cybercrime,City,Evening,Gun,No,Extortion,Yes,Aggressive,Yes,Running,Under Trial,N/A
6229,51+,Other,Cybercrime,Rural,Night,Gun,Yes,Brute Force,Yes,Calculated,Yes,Vehicle,Convicted,Death
6230,26-35,Female,Cybercrime,City,Evening,Gun,No,Online Fraud,Yes,Manipulative,No,Fake Identity,Convicted,Long-term
6231,18-25,Female,Murder,City,Morning,Gun,Yes,Breaking & Entering,No,Calculated,Yes,Running,Acquitted,N/A
6232,26-35,Female,Murder,Metro,Night,None,No,Extortion,No,Aggressive,No,Running,Acquitted,N/A
6233,26-35,Other,Fraud,City,Evening,Gun,No,Online Fraud,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A
6234,26-35,Male,Kidnapping,Rural,Night,Gun,Yes,Breaking & Entering,Yes,Aggressive,Yes,None,Under Trial,N/A
6235,18-25,Other,Theft,Metro,Evening,Knife,Yes,Brute Force,Yes,Aggressive,Yes,Vehicle,Under Trial,N/A
6236,51+,Female,Theft,Rural,Morning,Gun,No,Extortion,Yes,Manipulative,Yes,Vehicle,Convicted,Life
6237,36-50,Other,Fraud,Rural,Night,Gun,Yes,Online Fraud,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A
6238,51+,Other,Kidnapping,Rural,Evening,Digital Tools,Yes,Social Engineering,Yes,Aggressive,No,Running,Acquitted,N/A
6239,51+,Other,Cybercrime,Metro,Night,Knife,Yes,Breaking & Entering,No,Calculated,No,None,Acquitted,N/A
6240,18-25,Male,Kidnapping,Metro,Night,Knife,Yes,Online Fraud,Yes,Calculated,Yes,Vehicle,Under Trial,N/A
6241,51+,Female,Human Trafficking,City,Night,Knife,No,Social Engineering,Yes,Aggressive,Yes,None,Under Trial,N/A
6242,26-35,Other,Theft,City,Morning,None,Yes,Social Engineering,No,Aggressive,No,Running,Acquitted,N/A
6243,51+,Female,Theft,Rural,Morning,Digital Tools,No,Extortion,No,Opportunistic,Yes,Running,Convicted,Life
6244,26-35,Other,Fraud,City,Evening,Knife,No,Brute Force,No,Aggressive,No,Fake Identity,Acquitted,N/A
6245,36-50,Male,Drug Offense,Metro,Night,None,No,Extortion,No,Opportunistic,Yes,Running,Acquitted,N/A
6246,18-25,Female,Human Trafficking,City,Evening,Gun,No,Brute Force,No,Manipulative,Yes,None,Convicted,Life
6247,36-50,Male,Drug Offense,Rural,Evening,None,Yes,Online Fraud,No,Aggressive,Yes,Vehicle,Convicted,Life
6248,26-35,Other,Human Trafficking,Rural,Evening,Digital Tools,No,Extortion,Yes,Manipulative,Yes,Fake Identity,Convicted,Death
6249,51+,Other,Human Trafficking,City,Morning,Gun,No,Social Engineering,Yes,Aggressive,No,None,Convicted,Death
6250,36-50,Female,Human Trafficking,Rural,Morning,None,Yes,Breaking & Entering,No,Calculated,Yes,Running,Convicted,Long-term
6251,18-25,Female,Kidnapping,Rural,Morning,Gun,No,Brute Force,Yes,Calculated,Yes,Vehicle,Acquitted,N/A
6252,36-50,Other,Assault,Metro,Morning,Knife,Yes,Breaking & Entering,No,Manipulative,Yes,Vehicle,Acquitted,N/A
6253,36-50,Male,Kidnapping,Rural,Night,Knife,Yes,Breaking & Entering,Yes,Calculated,No,Running,Under Trial,N/A
6254,26-35,Male,Fraud,Rural,Morning,Digital Tools,No,Breaking & Entering,Yes,Aggressive,No,Vehicle,Under Trial,N/A
6255,51+,Male,Cybercrime,City,Night,None,Yes,Breaking & Entering,Yes,Opportunistic,No,Running,Under Trial,N/A
6256,51+,Female,Human Trafficking,Rural,Morning,None,No,Extortion,No,Calculated,Yes,Fake Identity,Acquitted,N/A
6257,36-50,Female,Fraud,Rural,Evening,Gun,Yes,Extortion,Yes,Calculated,Yes,Running,Acquitted,N/A
6258,26-35,Male,Cybercrime,Metro,Night,Knife,Yes,Social Engineering,No,Calculated,Yes,None,Convicted,Long-term
6259,36-50,Female,Drug Offense,Metro,Evening,None,No,Breaking & Entering,No,Manipulative,No,Vehicle,Under Trial,N/A
6260,36-50,Male,Fraud,Metro,Morning,None,Yes,Extortion,No,Opportunistic,No,Fake Identity,Convicted,Death
6261,51+,Female,Theft,Rural,Night,None,No,Online Fraud,Yes,Calculated,No,Fake Identity,Under Trial,N/A
6262,36-50,Male,Fraud,Metro,Evening,Digital Tools,No,Extortion,Yes,Aggressive,Yes,Running,Acquitted,N/A
6263,18-25,Other,Human Trafficking,Metro,Morning,None,No,Social Engineering,Yes,Aggressive,No,Fake Identity,Under Trial,N/A
6264,51+,Male,Human Trafficking,Rural,Evening,Gun,Yes,Extortion,No,Opportunistic,No,Vehicle,Convicted,Long-term
6265,51+,Female,Human Trafficking,Metro,Evening,None,Yes,Brute Force,Yes,Calculated,No,Vehicle,Acquitted,N/A
6266,51+,Female,Kidnapping,City,Night,None,Yes,Social Engineering,Yes,Aggressive,No,Vehicle,Acquitted,N/A
6267,18-25,Other,Drug Offense,City,Evening,None,Yes,Extortion,Yes,Calculated,No,Fake Identity,Acquitted,N/A
6268,36-50,Male,Murder,City,Morning,Digital Tools,No,Brute Force,Yes,Calculated,Yes,None,Under Trial,N/A
6269,36-50,Male,Kidnapping,Metro,Morning,Gun,No,Social Engineering,Yes,Aggressive,No,Vehicle,Under Trial,N/A
6270,26-35,Male,Human Trafficking,Metro,Night,None,No,Brute Force,No,Aggressive,Yes,Vehicle,Acquitted,N/A
6271,51+,Male,Theft,Rural,Evening,None,Yes,Brute Force,Yes,Aggressive,No,Fake Identity,Convicted,Short-term
6272,18-25,Male,Drug Offense,City,Night,Knife,No,Brute Force,No,Opportunistic,Yes,Running,Acquitted,N/A
6273,51+,Female,Cybercrime,City,Night,None,No,Online Fraud,Yes,Calculated,No,Fake Identity,Acquitted,N/A
6274,36-50,Female,Assault,Metro,Evening,Digital Tools,Yes,Online Fraud,Yes,Manipulative,Yes,None,Convicted,Death
6275,26-35,Female,Fraud,Rural,Evening,None,Yes,Online Fraud,Yes,Manipulative,No,Running,Acquitted,N/A
6276,36-50,Male,Drug Offense,City,Evening,Knife,No,Extortion,Yes,Calculated,Yes,Vehicle,Under Trial,N/A
6277,51+,Other,Kidnapping,Metro,Morning,None,Yes,Extortion,No,Manipulative,No,Vehicle,Under Trial,N/A
6278,51+,Other,Human Trafficking,Metro,Evening,None,No,Online Fraud,Yes,Opportunistic,Yes,Running,Under Trial,N/A
6279,26-35,Male,Assault,City,Evening,None,No,Social Engineering,No,Opportunistic,No,None,Under Trial,N/A
6280,26-35,Female,Murder,Metro,Evening,Knife,Yes,Extortion,No,Aggressive,Yes,None,Acquitted,N/A
6281,18-25,Female,Drug Offense,City,Morning,Digital Tools,No,Breaking & Entering,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A
6282,51+,Female,Theft,Rural,Morning,Gun,Yes,Extortion,No,Opportunistic,No,Vehicle,Convicted,Short-term
6283,18-25,Female,Assault,Rural,Morning,None,No,Extortion,No,Opportunistic,Yes,Fake Identity,Convicted,Life
6284,26-35,Male,Human Trafficking,City,Night,Gun,Yes,Social Engineering,Yes,Calculated,No,Running,Under Trial,N/A
6285,26-35,Female,Human Trafficking,City,Night,Digital Tools,No,Breaking & Entering,No,Opportunistic,No,Running,Under Trial,N/A
6286,51+,Female,Assault,City,Morning,None,Yes,Social Engineering,Yes,Opportunistic,Yes,None,Convicted,Death
6287,51+,Other,Cybercrime,Rural,Morning,Knife,Yes,Social Engineering,No,Manipulative,Yes,Running,Under Trial,N/A
6288,36-50,Other,Theft,Metro,Evening,Gun,Yes,Extortion,No,Calculated,Yes,Fake Identity,Convicted,Life
6289,18-25,Male,Human Trafficking,Rural,Night,Gun,No,Brute Force,Yes,Calculated,No,Fake Identity,Under Trial,N/A
6290,26-35,Male,Human Trafficking,Rural,Evening,Digital Tools,Yes,Brute Force,Yes,Aggressive,Yes,Running,Acquitted,N/A
6291,26-35,Male,Theft,Rural,Night,Digital Tools,No,Extortion,Yes,Manipulative,No,Running,Under Trial,N/A
6292,18-25,Male,Cybercrime,Metro,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Opportunistic,No,Vehicle,Convicted,Life
6293,26-35,Male,Theft,Metro,Evening,Knife,Yes,Extortion,No,Calculated,Yes,None,Acquitted,N/A
6294,36-50,Male,Assault,City,Evening,Gun,No,Social Engineering,Yes,Calculated,Yes,None,Acquitted,N/A
6295,36-50,Other,Human Trafficking,City,Morning,Digital Tools,Yes,Breaking & Entering,No,Aggressive,Yes,Vehicle,Convicted,Death
6296,18-25,Female,Cybercrime,Rural,Evening,Knife,Yes,Extortion,No,Opportunistic,Yes,Fake Identity,Convicted,Long-term
6297,18-25,Female,Drug Offense,Rural,Evening,Knife,No,Brute Force,No,Opportunistic,Yes,None,Under Trial,N/A
6298,26-35,Other,Fraud,City,Night,Digital Tools,Yes,Extortion,Yes,Calculated,No,Running,Acquitted,N/A
6299,51+,Female,Fraud,Rural,Morning,Knife,Yes,Social Engineering,No,Manipulative,No,None,Convicted,Death
6300,18-25,Other,Human Trafficking,Rural,Evening,None,Yes,Breaking & Entering,No,Calculated,Yes,None,Under Trial,N/A
6301,18-25,Other,Fraud,Metro,Night,Digital Tools,Yes,Brute Force,No,Aggressive,Yes,Fake Identity,Under Trial,N/A
6302,26-35,Male,Murder,City,Evening,Gun,No,Brute Force,No,Manipulative,Yes,Vehicle,Acquitted,N/A
6303,26-35,Other,Murder,City,Night,Digital Tools,No,Social Engineering,Yes,Calculated,Yes,Running,Convicted,Death
6304,36-50,Male,Assault,City,Night,Knife,Yes,Breaking & Entering,No,Opportunistic,Yes,None,Acquitted,N/A
6305,36-50,Male,Assault,Rural,Night,Knife,Yes,Social Engineering,Yes,Calculated,Yes,Vehicle,Convicted,Life
6306,51+,Male,Murder,Metro,Morning,Digital Tools,Yes,Social Engineering,No,Calculated,No,Vehicle,Convicted,Short-term
6307,36-50,Female,Theft,City,Evening,Gun,Yes,Brute Force,Yes,Aggressive,No,Fake Identity,Acquitted,N/A
6308,36-50,Female,Kidnapping,City,Morning,Knife,No,Online Fraud,Yes,Manipulative,Yes,Running,Under Trial,N/A
6309,18-25,Female,Assault,Metro,Night,None,No,Breaking & Entering,Yes,Manipulative,No,Vehicle,Acquitted,N/A
6310,36-50,Male,Kidnapping,Metro,Evening,Gun,No,Social Engineering,Yes,Aggressive,No,Running,Under Trial,N/A
6311,51+,Female,Kidnapping,Rural,Night,Digital Tools,No,Extortion,No,Manipulative,Yes,Fake Identity,Acquitted,N/A
6312,26-35,Male,Assault,Rural,Evening,None,No,Extortion,Yes,Calculated,No,Running,Acquitted,N/A
6313,36-50,Female,Assault,Metro,Morning,None,Yes,Extortion,No,Calculated,Yes,Running,Under Trial,N/A
6314,18-25,Male,Fraud,Metro,Night,Digital Tools,Yes,Breaking & Entering,No,Calculated,Yes,None,Acquitted,N/A
6315,36-50,Female,Kidnapping,Metro,Evening,Digital Tools,No,Brute Force,No,Manipulative,Yes,None,Under Trial,N/A
6316,26-35,Other,Drug Offense,City,Morning,Knife,Yes,Brute Force,Yes,Calculated,No,Vehicle,Under Trial,N/A
6317,18-25,Other,Assault,Metro,Night,Gun,Yes,Online Fraud,No,Manipulative,No,Vehicle,Convicted,Long-term
6318,51+,Other,Murder,City,Night,Digital Tools,No,Online Fraud,Yes,Aggressive,No,Running,Convicted,Death
6319,18-25,Female,Drug Offense,Rural,Night,Digital Tools,Yes,Brute Force,Yes,Manipulative,No,Fake Identity,Acquitted,N/A
6320,18-25,Male,Cybercrime,Metro,Night,Knife,Yes,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Acquitted,N/A
6321,26-35,Male,Human Trafficking,Metro,Morning,Knife,No,Brute Force,No,Manipulative,No,Vehicle,Under Trial,N/A
6322,36-50,Other,Assault,Metro,Evening,None,No,Brute Force,No,Aggressive,Yes,None,Acquitted,N/A
6323,18-25,Female,Drug Offense,City,Evening,Digital Tools,No,Social Engineering,Yes,Manipulative,Yes,Running,Convicted,Death
6324,26-35,Male,Cybercrime,City,Night,Digital Tools,No,Brute Force,No,Opportunistic,No,None,Acquitted,N/A
6325,36-50,Male,Drug Offense,Rural,Night,Digital Tools,No,Social Engineering,No,Opportunistic,No,Running,Convicted,Long-term
6326,26-35,Male,Theft,Rural,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A
6327,26-35,Other,Fraud,Rural,Evening,Knife,Yes,Brute Force,No,Calculated,Yes,None,Acquitted,N/A
6328,26-35,Other,Murder,City,Night,None,No,Extortion,Yes,Manipulative,Yes,Fake Identity,Convicted,Short-term
6329,51+,Female,Murder,Rural,Evening,Gun,Yes,Brute Force,Yes,Manipulative,Yes,Running,Under Trial,N/A
6330,18-25,Female,Kidnapping,Rural,Morning,None,No,Brute Force,No,Manipulative,No,Running,Acquitted,N/A
6331,18-25,Female,Human Trafficking,City,Evening,Gun,Yes,Extortion,No,Aggressive,Yes,Fake Identity,Acquitted,N/A
6332,26-35,Other,Drug Offense,Rural,Morning,Gun,Yes,Brute Force,Yes,Opportunistic,No,None,Under Trial,N/A
6333,51+,Female,Cybercrime,Rural,Evening,None,No,Social Engineering,Yes,Calculated,Yes,Fake Identity,Acquitted,N/A
6334,18-25,Other,Drug Offense,City,Night,Knife,Yes,Social Engineering,No,Opportunistic,No,None,Acquitted,N/A
6335,26-35,Female,Drug Offense,Rural,Evening,Knife,Yes,Breaking & Entering,Yes,Calculated,No,Fake Identity,Convicted,Long-term
6336,18-25,Other,Kidnapping,Rural,Evening,Knife,Yes,Social Engineering,No,Manipulative,Yes,None,Convicted,Death
6337,51+,Female,Drug Offense,Metro,Morning,Digital Tools,Yes,Brute Force,Yes,Manipulative,No,Fake Identity,Convicted,Long-term
6338,18-25,Male,Drug Offense,City,Evening,Digital Tools,No,Online Fraud,Yes,Manipulative,No,Running,Under Trial,N/A
6339,51+,Other,Cybercrime,Metro,Evening,Digital Tools,No,Brute Force,No,Calculated,No,Vehicle,Acquitted,N/A
6340,51+,Male,Murder,City,Evening,Digital Tools,Yes,Online Fraud,Yes,Calculated,Yes,None,Acquitted,N/A
6341,51+,Female,Kidnapping,Metro,Night,Digital Tools,Yes,Breaking & Entering,Yes,Calculated,No,Running,Under Trial,N/A
6342,36-50,Female,Theft,Metro,Night,Knife,Yes,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Convicted,Death
6343,26-35,Female,Kidnapping,Rural,Morning,None,No,Brute Force,Yes,Manipulative,Yes,Running,Acquitted,N/A
6344,51+,Male,Fraud,Metro,Night,Gun,No,Online Fraud,No,Calculated,No,Vehicle,Convicted,Life
6345,18-25,Female,Murder,Metro,Night,Gun,No,Breaking & Entering,Yes,Manipulative,Yes,Vehicle,Convicted,Death
6346,36-50,Other,Drug Offense,City,Evening,None,No,Online Fraud,Yes,Aggressive,Yes,Running,Under Trial,N/A
6347,26-35,Other,Drug Offense,Metro,Night,Digital Tools,No,Online Fraud,Yes,Manipulative,Yes,None,Acquitted,N/A
6348,26-35,Other,Theft,Rural,Morning,None,No,Online Fraud,No,Manipulative,Yes,None,Acquitted,N/A
6349,26-35,Other,Assault,City,Evening,Gun,No,Breaking & Entering,Yes,Opportunistic,Yes,Running,Under Trial,N/A
6350,36-50,Male,Theft,Rural,Morning,Gun,Yes,Breaking & Entering,No,Manipulative,Yes,Running,Under Trial,N/A
6351,18-25,Other,Kidnapping,City,Evening,Knife,No,Brute Force,No,Manipulative,No,Running,Convicted,Death
6352,36-50,Male,Fraud,Rural,Evening,None,Yes,Breaking & Entering,No,Manipulative,Yes,None,Convicted,Life
6353,51+,Female,Human Trafficking,Rural,Morning,None,Yes,Online Fraud,No,Calculated,Yes,Vehicle,Under Trial,N/A
6354,36-50,Male,Theft,Metro,Morning,None,No,Breaking & Entering,No,Calculated,Yes,Vehicle,Acquitted,N/A
6355,18-25,Other,Kidnapping,Rural,Evening,Digital Tools,Yes,Breaking & Entering,Yes,Manipulative,No,Fake Identity,Convicted,Short-term
6356,26-35,Female,Kidnapping,Rural,Morning,Gun,Yes,Brute Force,No,Opportunistic,Yes,Running,Under Trial,N/A
6357,36-50,Male,Theft,City,Night,Gun,Yes,Social Engineering,Yes,Opportunistic,No,None,Under Trial,N/A
6358,36-50,Other,Murder,City,Night,Knife,No,Extortion,No,Manipulative,No,Running,Convicted,Long-term
6359,26-35,Female,Human Trafficking,City,Night,None,Yes,Extortion,Yes,Manipulative,Yes,Vehicle,Convicted,Life
6360,18-25,Male,Drug Offense,City,Morning,Digital Tools,No,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A
6361,26-35,Female,Fraud,City,Night,Knife,Yes,Breaking & Entering,Yes,Calculated,No,None,Under Trial,N/A
6362,26-35,Male,Human Trafficking,Rural,Evening,None,Yes,Online Fraud,Yes,Manipulative,Yes,Running,Convicted,Life
6363,26-35,Other,Murder,Rural,Evening,Knife,No,Online Fraud,Yes,Aggressive,No,Fake Identity,Under Trial,N/A
6364,26-35,Female,Human Trafficking,Rural,Evening,Gun,Yes,Breaking & Entering,No,Aggressive,Yes,Fake Identity,Acquitted,N/A
6365,36-50,Other,Human Trafficking,City,Evening,Knife,Yes,Extortion,No,Calculated,No,None,Convicted,Short-term
6366,18-25,Other,Murder,Rural,Night,Digital Tools,Yes,Social Engineering,Yes,Aggressive,Yes,Vehicle,Convicted,Life
6367,36-50,Male,Murder,Metro,Night,None,Yes,Extortion,Yes,Calculated,No,Fake Identity,Convicted,Short-term
6368,51+,Female,Assault,City,Evening,None,No,Brute Force,Yes,Calculated,Yes,Running,Acquitted,N/A
6369,18-25,Other,Kidnapping,City,Night,Digital Tools,Yes,Extortion,No,Aggressive,No,Running,Under Trial,N/A
6370,18-25,Other,Kidnapping,Metro,Morning,Digital Tools,Yes,Extortion,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A
6371,26-35,Female,Assault,Rural,Night,Knife,No,Social Engineering,Yes,Manipulative,Yes,Running,Convicted,Long-term
6372,36-50,Male,Theft,Metro,Evening,Digital Tools,Yes,Brute Force,Yes,Calculated,Yes,None,Under Trial,N/A
6373,51+,Male,Human Trafficking,Rural,Evening,Gun,No,Brute Force,Yes,Aggressive,Yes,Running,Convicted,Life
6374,26-35,Female,Murder,City,Morning,Gun,No,Social Engineering,Yes,Calculated,No,Vehicle,Under Trial,N/A
6375,18-25,Female,Drug Offense,Metro,Evening,Digital Tools,Yes,Social Engineering,Yes,Manipulative,Yes,Vehicle,Convicted,Death
6376,51+,Male,Cybercrime,Rural,Morning,Digital Tools,Yes,Online Fraud,Yes,Manipulative,Yes,None,Under Trial,N/A
6377,26-35,Male,Murder,Rural,Night,Knife,Yes,Extortion,Yes,Aggressive,No,Fake Identity,Acquitted,N/A
6378,18-25,Female,Assault,Metro,Night,Digital Tools,No,Online Fraud,No,Opportunistic,Yes,Running,Acquitted,N/A
6379,18-25,Female,Theft,Metro,Morning,Gun,Yes,Extortion,No,Opportunistic,No,Running,Acquitted,N/A
6380,36-50,Male,Cybercrime,Metro,Night,Knife,No,Online Fraud,No,Calculated,No,Fake Identity,Acquitted,N/A
6381,26-35,Female,Assault,City,Morning,Knife,No,Brute Force,No,Calculated,No,Fake Identity,Under Trial,N/A
6382,26-35,Female,Cybercrime,City,Night,None,No,Extortion,Yes,Manipulative,No,None,Acquitted,N/A
6383,26-35,Male,Kidnapping,Rural,Morning,None,Yes,Brute Force,Yes,Manipulative,Yes,Running,Acquitted,N/A
6384,36-50,Female,Murder,Metro,Morning,Digital Tools,Yes,Online Fraud,No,Calculated,No,None,Convicted,Death
6385,51+,Other,Kidnapping,Rural,Night,None,Yes,Social Engineering,Yes,Opportunistic,No,Vehicle,Under Trial,N/A
6386,26-35,Other,Human Trafficking,City,Morning,Knife,No,Brute Force,Yes,Aggressive,No,Fake Identity,Under Trial,N/A
6387,51+,Female,Murder,Rural,Morning,Knife,No,Online Fraud,Yes,Opportunistic,Yes,Running,Convicted,Death
6388,36-50,Male,Human Trafficking,City,Morning,Digital Tools,Yes,Online Fraud,No,Manipulative,Yes,Vehicle,Under Trial,N/A
6389,18-25,Female,Murder,Rural,Evening,Knife,No,Social Engineering,Yes,Aggressive,Yes,Fake Identity,Convicted,Short-term
6390,36-50,Other,Theft,Rural,Evening,Gun,No,Online Fraud,No,Manipulative,No,None,Acquitted,N/A
6391,18-25,Other,Murder,Metro,Evening,Gun,Yes,Brute Force,Yes,Opportunistic,No,None,Under Trial,N/A
6392,51+,Male,Theft,Rural,Night,Knife,No,Online Fraud,No,Aggressive,No,None,Convicted,Short-term
6393,51+,Male,Murder,Rural,Morning,Gun,Yes,Brute Force,No,Opportunistic,No,Fake Identity,Convicted,Life
