Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration,Education Level,Job Status,Geographical Factor
8983,18-25,Male,Assault,City,Night,Digital Tools,Yes,Breaking & Entering,Yes,Opportunistic,No,Vehicle,Convicted,Death,High School,Employed,Suburban
8984,18-25,Other,Cybercrime,Rural,Morning,None,Yes,Online Fraud,Yes,Aggressive,No,Vehicle,Under Trial,N/A,Graduate,Employed,Rural
8985,18-25,Other,Human Trafficking,City,Evening,Knife,Yes,Extortion,Yes,Opportunistic,No,Running,Under Trial,N/A,Postgraduate,Unemployed,Urban
8986,36-50,Female,Assault,Rural,Evening,Digital Tools,No,Online Fraud,No,Manipulative,No,None,Acquitted,N/A,Graduate,Unemployed,Suburban
8987,51+,Male,Theft,Rural,Evening,Digital Tools,Yes,Social Engineering,No,Calculated,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Employed,Rural
8988,36-50,Male,Kidnapping,Rural,Morning,None,No,Breaking & Entering,No,Manipulative,Yes,Vehicle,Acquitted,N/A,Graduate,Employed,Rural
8989,26-35,Male,Fraud,Metro,Morning,None,No,Breaking & Entering,No,Manipulative,No,None,Acquitted,N/A,Graduate,Student,Rural
8990,36-50,Male,Murder,Rural,Evening,Knife,No,Extortion,No,Calculated,Yes,None,Under Trial,N/A,High School,Self-Employed,Urban
8991,26-35,Other,Murder,Metro,Morning,None,Yes,Breaking & Entering,No,Calculated,No,None,Convicted,Life,Postgraduate,Employed,Rural
8992,36-50,Female,Cybercrime,Metro,Night,Gun,No,Brute Force,Yes,Opportunistic,No,None,Under Trial,N/A,High School,Self-Employed,Urban
8993,51+,Male,Murder,Metro,Night,Gun,Yes,Breaking & Entering,Yes,Opportunistic,No,Fake Identity,Acquitted,N/A,Undergraduate,Unemployed,Suburban
8994,51+,Female,Fraud,Metro,Morning,None,No,Social Engineering,No,Calculated,Yes,None,Convicted,Death,Postgraduate,Student,Rural
8995,18-25,Other,Fraud,City,Night,None,No,Social Engineering,Yes,Opportunistic,Yes,None,Convicted,Short-term,High School,Student,Rural
8996,18-25,Other,Theft,Metro,Night,Gun,No,Breaking & Entering,No,Manipulative,No,None,Convicted,Short-term,Undergraduate,Self-Employed,Suburban
8997,26-35,Other,Kidnapping,City,Evening,Digital Tools,Yes,Online Fraud,No,Opportunistic,Yes,Fake Identity,Convicted,Death,Graduate,Employed,Urban
8998,51+,Male,Assault,Metro,Morning,Digital Tools,Yes,Extortion,Yes,Manipulative,Yes,None,Under Trial,N/A,Undergraduate,Student,Urban
8999,18-25,Male,Drug Offense,Metro,Morning,Gun,Yes,Online Fraud,No,Manipulative,Yes,Vehicle,Under Trial,N/A,Graduate,Student,Suburban
9000,51+,Female,Drug Offense,Rural,Night,Digital Tools,No,Extortion,No,Manipulative,Yes,Vehicle,Acquitted,N/A,High School,Self-Employed,Suburban
9001,51+,Other,Fraud,Metro,Night,Digital Tools,Yes,Extortion,No,Aggressive,No,Running,Under Trial,N/A,Graduate,Self-Employed,Suburban
9002,26-35,Female,Human Trafficking,Rural,Night,None,No,Online Fraud,Yes,Manipulative,Yes,Running,Convicted,Life,Undergraduate,Unemployed,Rural
9003,36-50,Male,Cybercrime,Metro,Evening,Gun,No,Online Fraud,Yes,Opportunistic,No,None,Convicted,Death,Undergraduate,Unemployed,Suburban
9004,51+,Male,Drug Offense,Rural,Morning,Digital Tools,Yes,Social Engineering,No,Manipulative,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Urban
9005,51+,Male,Kidnapping,Metro,Night,Gun,No,Online Fraud,No,Opportunistic,No,Running,Under Trial,N/A,Postgraduate,Employed,Rural
9006,18-25,Other,Kidnapping,Rural,Morning,None,No,Breaking & Entering,No,Opportunistic,No,Vehicle,Acquitted,N/A,Graduate,Student,Urban
9007,26-35,Female,Drug Offense,Metro,Morning,Digital Tools,No,Online Fraud,No,Aggressive,Yes,Vehicle,Convicted,Life,Postgraduate,Student,Rural
9008,26-35,Male,Human Trafficking,Metro,Evening,Knife,No,Extortion,Yes,Calculated,Yes,None,Convicted,Long-term,Undergraduate,Employed,Urban
9009,18-25,Other,Theft,Metro,Night,None,No,Breaking & Entering,Yes,Opportunistic,No,Running,Convicted,Death,Graduate,Employed,Rural
9010,18-25,Other,Human Trafficking,City,Evening,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,No,Running,Acquitted,N/A,Graduate,Student,Urban
9011,36-50,Male,Human Trafficking,Rural,Evening,Knife,No,Online Fraud,Yes,Manipulative,No,None,Convicted,Short-term,Postgraduate,Student,Urban
9012,26-35,Male,Cybercrime,City,Evening,None,No,Extortion,No,Opportunistic,No,Fake Identity,Acquitted,N/A,Graduate,Employed,Urban
9013,26-35,Female,Assault,City,Morning,None,Yes,Brute Force,Yes,Aggressive,Yes,Running,Acquitted,N/A,Undergraduate,Employed,Suburban
9014,18-25,Male,Kidnapping,Metro,Morning,Digital Tools,Yes,Brute Force,No,Calculated,No,Vehicle,Convicted,Long-term,Graduate,Employed,Urban
9015,51+,Other,Assault,Rural,Night,Knife,No,Brute Force,Yes,Opportunistic,No,Running,Convicted,Life,Graduate,Student,Rural
9016,18-25,Female,Human Trafficking,Rural,Morning,Digital Tools,No,Brute Force,No,Manipulative,No,None,Under Trial,N/A,Graduate,Self-Employed,Rural
9017,51+,Male,Human Trafficking,Rural,Evening,Gun,Yes,Brute Force,Yes,Manipulative,No,Running,Convicted,Long-term,Graduate,Student,Rural
9018,51+,Male,Fraud,City,Evening,Knife,Yes,Breaking & Entering,Yes,Manipulative,Yes,Fake Identity,Convicted,Short-term,Undergraduate,Student,Rural
9019,26-35,Male,Assault,Metro,Evening,Digital Tools,Yes,Online Fraud,Yes,Opportunistic,Yes,None,Acquitted,N/A,Graduate,Employed,Urban
9020,18-25,Other,Drug Offense,City,Evening,None,No,Breaking & Entering,Yes,Manipulative,Yes,Running,Under Trial,N/A,Undergraduate,Employed,Urban
9021,36-50,Female,Cybercrime,Metro,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Calculated,No,Fake Identity,Under Trial,N/A,Graduate,Unemployed,Rural
9022,18-25,Other,Human Trafficking,Metro,Morning,Digital Tools,Yes,Breaking & Entering,No,Aggressive,Yes,Running,Convicted,Short-term,Postgraduate,Unemployed,Urban
9023,51+,Other,Theft,Rural,Evening,Knife,Yes,Extortion,Yes,Opportunistic,No,Fake Identity,Convicted,Death,Postgraduate,Unemployed,Rural
9024,36-50,Male,Cybercrime,Rural,Morning,Gun,No,Extortion,No,Calculated,No,None,Acquitted,N/A,High School,Employed,Urban
9025,36-50,Female,Fraud,Rural,Evening,Gun,Yes,Extortion,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A,High School,Self-Employed,Rural
9026,36-50,Male,Murder,Rural,Evening,Gun,No,Brute Force,Yes,Manipulative,No,Running,Convicted,Death,Undergraduate,Unemployed,Rural
9027,26-35,Female,Human Trafficking,Rural,Night,None,Yes,Extortion,No,Aggressive,No,Fake Identity,Under Trial,N/A,Graduate,Unemployed,Suburban
9028,51+,Other,Drug Offense,City,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Aggressive,No,Vehicle,Convicted,Death,Graduate,Employed,Suburban
9029,36-50,Other,Assault,City,Night,Digital Tools,No,Brute Force,No,Aggressive,Yes,Running,Acquitted,N/A,Undergraduate,Employed,Urban
9030,18-25,Male,Cybercrime,Metro,Evening,None,Yes,Breaking & Entering,No,Opportunistic,No,None,Under Trial,N/A,Postgraduate,Employed,Suburban
9031,36-50,Female,Kidnapping,Metro,Night,Knife,No,Social Engineering,Yes,Opportunistic,No,Running,Acquitted,N/A,Undergraduate,Unemployed,Urban
9032,51+,Other,Drug Offense,Rural,Morning,Knife,Yes,Breaking & Entering,No,Aggressive,No,Vehicle,Acquitted,N/A,High School,Self-Employed,Rural
9033,36-50,Male,Assault,Rural,Night,Gun,Yes,Social Engineering,No,Opportunistic,No,Running,Acquitted,N/A,Postgraduate,Unemployed,Rural
9034,18-25,Other,Theft,Metro,Morning,Knife,No,Breaking & Entering,Yes,Opportunistic,Yes,Running,Acquitted,N/A,Graduate,Student,Suburban
9035,51+,Female,Assault,Metro,Morning,Knife,No,Social Engineering,No,Manipulative,Yes,Fake Identity,Acquitted,N/A,High School,Employed,Urban
9036,51+,Other,Human Trafficking,City,Morning,Gun,Yes,Breaking & Entering,No,Calculated,No,Fake Identity,Convicted,Long-term,Undergraduate,Unemployed,Urban
9037,36-50,Male,Cybercrime,Metro,Night,Gun,Yes,Breaking & Entering,Yes,Opportunistic,Yes,Fake Identity,Convicted,Long-term,Undergraduate,Self-Employed,Urban
9038,36-50,Female,Murder,Rural,Evening,Knife,No,Brute Force,Yes,Opportunistic,No,Vehicle,Convicted,Long-term,Graduate,Student,Urban
9039,51+,Other,Assault,Metro,Morning,Gun,No,Extortion,Yes,Manipulative,No,Vehicle,Convicted,Short-term,Postgraduate,Employed,Rural
9040,36-50,Female,Human Trafficking,Rural,Evening,Knife,No,Online Fraud,No,Opportunistic,Yes,None,Convicted,Short-term,High School,Student,Suburban
9041,51+,Male,Assault,Metro,Night,Knife,Yes,Online Fraud,Yes,Aggressive,Yes,Running,Acquitted,N/A,Postgraduate,Self-Employed,Urban
9042,36-50,Female,Fraud,City,Night,Digital Tools,No,Extortion,No,Aggressive,Yes,Fake Identity,Acquitted,N/A,Graduate,Unemployed,Rural
9043,36-50,Male,Assault,Metro,Morning,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,Yes,Running,Acquitted,N/A,Postgraduate,Employed,Suburban
9044,18-25,Female,Drug Offense,Metro,Night,Gun,No,Extortion,Yes,Opportunistic,No,Vehicle,Under Trial,N/A,Postgraduate,Self-Employed,Rural
9045,26-35,Female,Theft,Rural,Evening,Knife,No,Extortion,No,Opportunistic,Yes,Vehicle,Under Trial,N/A,Undergraduate,Self-Employed,Rural
9046,51+,Other,Murder,Metro,Night,Gun,No,Online Fraud,No,Calculated,No,Running,Under Trial,N/A,High School,Unemployed,Suburban
9047,51+,Other,Assault,Metro,Night,Gun,Yes,Online Fraud,No,Calculated,No,Running,Under Trial,N/A,Undergraduate,Self-Employed,Urban
9048,26-35,Male,Assault,Rural,Morning,Digital Tools,Yes,Online Fraud,No,Manipulative,No,Running,Under Trial,N/A,Postgraduate,Self-Employed,Suburban
9049,36-50,Male,Human Trafficking,Metro,Morning,None,No,Extortion,Yes,Manipulative,Yes,Running,Convicted,Short-term,High School,Self-Employed,Suburban
9050,18-25,Male,Assault,City,Morning,None,No,Social Engineering,No,Opportunistic,No,Vehicle,Acquitted,N/A,High School,Student,Rural
9051,26-35,Other,Drug Offense,Rural,Evening,Knife,Yes,Extortion,No,Manipulative,No,Vehicle,Under Trial,N/A,Undergraduate,Self-Employed,Rural
9052,18-25,Other,Murder,Rural,Night,Gun,Yes,Social Engineering,Yes,Calculated,No,Fake Identity,Convicted,Short-term,Undergraduate,Unemployed,Rural
9053,51+,Male,Theft,Rural,Night,Knife,No,Online Fraud,No,Aggressive,Yes,Fake Identity,Under Trial,N/A,High School,Employed,Rural
9054,18-25,Male,Murder,Rural,Evening,None,No,Social Engineering,Yes,Manipulative,No,Running,Acquitted,N/A,Graduate,Unemployed,Urban
9055,18-25,Male,Drug Offense,City,Night,Gun,No,Online Fraud,No,Manipulative,No,Fake Identity,Under Trial,N/A,High School,Self-Employed,Rural
9056,18-25,Female,Human Trafficking,Metro,Night,Gun,No,Social Engineering,No,Manipulative,Yes,Vehicle,Under Trial,N/A,Graduate,Self-Employed,Suburban
9057,18-25,Other,Assault,Rural,Morning,None,No,Extortion,Yes,Manipulative,No,Vehicle,Under Trial,N/A,High School,Unemployed,Suburban
9058,26-35,Other,Assault,City,Night,Digital Tools,Yes,Extortion,Yes,Aggressive,No,Vehicle,Under Trial,N/A,Undergraduate,Student,Urban
9059,51+,Female,Drug Offense,Rural,Evening,Knife,No,Social Engineering,No,Manipulative,Yes,None,Convicted,Death,Postgraduate,Employed,Urban
9060,26-35,Other,Theft,Rural,Night,Digital Tools,No,Extortion,Yes,Opportunistic,Yes,Running,Convicted,Long-term,Graduate,Student,Urban
9061,36-50,Other,Theft,Rural,Evening,Digital Tools,No,Social Engineering,Yes,Opportunistic,No,Fake Identity,Convicted,Death,Undergraduate,Employed,Rural
9062,18-25,Female,Fraud,City,Evening,None,No,Brute Force,No,Aggressive,Yes,Running,Convicted,Short-term,Undergraduate,Employed,Rural
9063,51+,Female,Murder,Rural,Evening,Knife,Yes,Breaking & Entering,No,Manipulative,Yes,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Urban
9064,26-35,Female,Murder,Rural,Morning,None,No,Breaking & Entering,No,Manipulative,Yes,Vehicle,Acquitted,N/A,Undergraduate,Employed,Suburban
9065,18-25,Female,Assault,City,Morning,None,No,Extortion,No,Opportunistic,Yes,Fake Identity,Convicted,Short-term,Postgraduate,Self-Employed,Rural
9066,26-35,Female,Kidnapping,Rural,Evening,Digital Tools,Yes,Extortion,Yes,Opportunistic,Yes,None,Acquitted,N/A,Graduate,Student,Urban
9067,18-25,Female,Cybercrime,Rural,Morning,Knife,Yes,Extortion,No,Opportunistic,No,Running,Acquitted,N/A,High School,Student,Urban
9068,36-50,Other,Cybercrime,City,Evening,None,No,Social Engineering,No,Opportunistic,No,None,Acquitted,N/A,Postgraduate,Student,Urban
9069,26-35,Male,Cybercrime,City,Night,Knife,Yes,Extortion,Yes,Aggressive,Yes,Running,Under Trial,N/A,Undergraduate,Student,Rural
9070,36-50,Other,Cybercrime,Metro,Evening,Knife,No,Social Engineering,No,Calculated,No,Running,Under Trial,N/A,Postgraduate,Self-Employed,Rural
9071,36-50,Female,Human Trafficking,Metro,Evening,Digital Tools,No,Social Engineering,No,Opportunistic,Yes,Running,Convicted,Life,Graduate,Self-Employed,Rural
9072,36-50,Other,Kidnapping,City,Evening,Knife,Yes,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Convicted,Death,Undergraduate,Employed,Rural
9073,36-50,Female,Murder,Metro,Morning,Knife,No,Extortion,Yes,Aggressive,Yes,Running,Acquitted,N/A,Undergraduate,Employed,Suburban
9074,36-50,Other,Drug Offense,City,Morning,Knife,Yes,Social Engineering,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A,High School,Student,Suburban
9075,36-50,Other,Fraud,City,Morning,Gun,Yes,Breaking & Entering,No,Manipulative,No,Running,Convicted,Long-term,Undergraduate,Student,Suburban
9076,26-35,Male,Human Trafficking,Rural,Morning,Gun,Yes,Extortion,No,Opportunistic,No,Fake Identity,Acquitted,N/A,Graduate,Self-Employed,Rural
9077,36-50,Male,Cybercrime,City,Evening,None,No,Brute Force,Yes,Aggressive,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Student,Urban
9078,51+,Male,Kidnapping,Rural,Night,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,Yes,Running,Under Trial,N/A,High School,Unemployed,Rural
9079,36-50,Other,Human Trafficking,City,Night,Knife,Yes,Brute Force,Yes,Manipulative,Yes,None,Convicted,Life,High School,Unemployed,Rural
9080,51+,Female,Fraud,Metro,Night,Gun,No,Online Fraud,Yes,Calculated,No,Vehicle,Convicted,Life,Graduate,Student,Suburban
9081,36-50,Male,Theft,Rural,Morning,Knife,Yes,Social Engineering,Yes,Manipulative,Yes,None,Under Trial,N/A,Undergraduate,Unemployed,Urban
9082,18-25,Female,Drug Offense,Rural,Evening,Knife,No,Brute Force,No,Manipulative,No,Vehicle,Acquitted,N/A,High School,Self-Employed,Suburban
9083,36-50,Female,Assault,Rural,Evening,None,Yes,Social Engineering,Yes,Opportunistic,No,Running,Under Trial,N/A,Postgraduate,Self-Employed,Urban
9084,18-25,Female,Assault,Metro,Night,Digital Tools,No,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A,Postgraduate,Student,Urban
9085,26-35,Female,Drug Offense,City,Night,Knife,No,Brute Force,No,Aggressive,No,Vehicle,Convicted,Short-term,High School,Self-Employed,Rural
9086,36-50,Other,Drug Offense,Metro,Night,Knife,Yes,Online Fraud,No,Calculated,No,Vehicle,Convicted,Short-term,Graduate,Employed,Suburban
9087,18-25,Other,Assault,Metro,Evening,Gun,Yes,Extortion,No,Manipulative,No,Fake Identity,Under Trial,N/A,Undergraduate,Unemployed,Suburban
9088,51+,Other,Kidnapping,City,Night,None,Yes,Social Engineering,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A,Postgraduate,Student,Rural
9089,36-50,Female,Assault,Metro,Evening,Gun,No,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Acquitted,N/A,Undergraduate,Self-Employed,Rural
9090,18-25,Male,Assault,City,Night,Gun,Yes,Social Engineering,Yes,Manipulative,No,Fake Identity,Convicted,Death,Undergraduate,Employed,Suburban
9091,36-50,Male,Human Trafficking,Metro,Night,Gun,Yes,Breaking & Entering,No,Aggressive,Yes,Vehicle,Convicted,Death,Undergraduate,Student,Suburban
9092,26-35,Male,Theft,Metro,Evening,None,No,Extortion,No,Opportunistic,Yes,Fake Identity,Convicted,Short-term,High School,Employed,Suburban
9093,26-35,Male,Drug Offense,City,Evening,Knife,No,Breaking & Entering,Yes,Manipulative,No,Running,Acquitted,N/A,Graduate,Self-Employed,Suburban
9094,18-25,Male,Fraud,City,Morning,None,No,Breaking & Entering,Yes,Opportunistic,No,Running,Convicted,Short-term,Postgraduate,Unemployed,Rural
9095,26-35,Male,Theft,Rural,Morning,Gun,Yes,Social Engineering,No,Calculated,No,Fake Identity,Under Trial,N/A,High School,Employed,Urban
9096,51+,Male,Human Trafficking,Metro,Evening,Gun,Yes,Extortion,Yes,Manipulative,Yes,Running,Convicted,Short-term,High School,Student,Urban
9097,18-25,Female,Theft,Metro,Evening,Digital Tools,Yes,Extortion,No,Manipulative,No,Vehicle,Convicted,Short-term,Postgraduate,Student,Urban
9098,26-35,Other,Drug Offense,Rural,Night,Gun,No,Extortion,No,Opportunistic,Yes,Fake Identity,Under Trial,N/A,Postgraduate,Self-Employed,Rural
9099,51+,Male,Theft,Rural,Evening,Gun,No,Extortion,No,Calculated,No,Vehicle,Convicted,Death,Postgraduate,Employed,Suburban
9100,18-25,Female,Human Trafficking,Metro,Night,None,No,Breaking & Entering,No,Aggressive,Yes,None,Convicted,Life,Graduate,Self-Employed,Suburban
9101,36-50,Female,Murder,Metro,Morning,None,No,Breaking & Entering,Yes,Aggressive,Yes,None,Acquitted,N/A,High School,Self-Employed,Suburban
9102,36-50,Female,Assault,Rural,Evening,Digital Tools,No,Extortion,Yes,Calculated,No,None,Convicted,Long-term,High School,Self-Employed,Rural
9103,51+,Male,Cybercrime,Metro,Evening,Gun,No,Breaking & Entering,No,Calculated,Yes,Running,Under Trial,N/A,High School,Unemployed,Suburban
9104,51+,Female,Theft,Metro,Night,Digital Tools,Yes,Brute Force,No,Opportunistic,Yes,Vehicle,Convicted,Short-term,Postgraduate,Student,Suburban
9105,51+,Other,Cybercrime,Rural,Night,Knife,No,Social Engineering,Yes,Manipulative,Yes,Running,Convicted,Short-term,Graduate,Student,Urban
9106,51+,Female,Murder,Metro,Morning,None,Yes,Social Engineering,No,Aggressive,Yes,Running,Under Trial,N/A,High School,Student,Urban
9107,18-25,Other,Human Trafficking,Rural,Morning,Knife,No,Brute Force,No,Manipulative,Yes,None,Under Trial,N/A,Graduate,Student,Suburban
9108,51+,Other,Kidnapping,Rural,Morning,Digital Tools,Yes,Social Engineering,No,Manipulative,No,Vehicle,Under Trial,N/A,Postgraduate,Unemployed,Suburban
9109,51+,Male,Theft,City,Morning,Knife,No,Breaking & Entering,Yes,Calculated,No,Running,Convicted,Short-term,Postgraduate,Employed,Rural
9110,18-25,Female,Kidnapping,Metro,Morning,Digital Tools,Yes,Online Fraud,No,Opportunistic,Yes,Running,Convicted,Long-term,Undergraduate,Self-Employed,Rural
9111,51+,Male,Drug Offense,Metro,Night,Gun,No,Brute Force,Yes,Calculated,No,None,Convicted,Short-term,High School,Student,Rural
9112,51+,Other,Drug Offense,Metro,Night,Digital Tools,Yes,Breaking & Entering,Yes,Manipulative,No,Vehicle,Under Trial,N/A,Graduate,Employed,Suburban
9113,36-50,Male,Murder,City,Morning,None,Yes,Brute Force,No,Calculated,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
9114,51+,Other,Assault,City,Evening,Knife,Yes,Social Engineering,Yes,Manipulative,Yes,None,Convicted,Life,High School,Student,Urban
9115,18-25,Other,Fraud,City,Evening,Knife,Yes,Breaking & Entering,No,Opportunistic,Yes,None,Under Trial,N/A,High School,Employed,Rural
9116,36-50,Female,Theft,Metro,Night,None,Yes,Extortion,Yes,Opportunistic,Yes,Running,Convicted,Life,High School,Student,Rural
9117,51+,Male,Theft,City,Morning,Knife,No,Breaking & Entering,No,Aggressive,No,None,Under Trial,N/A,High School,Self-Employed,Rural
9118,36-50,Male,Fraud,Metro,Evening,Digital Tools,No,Extortion,Yes,Manipulative,No,Running,Acquitted,N/A,Undergraduate,Unemployed,Suburban
9119,26-35,Other,Murder,Rural,Night,Digital Tools,No,Extortion,No,Calculated,Yes,Vehicle,Convicted,Short-term,Graduate,Employed,Suburban
9120,36-50,Female,Human Trafficking,City,Morning,Gun,No,Social Engineering,Yes,Aggressive,Yes,Running,Convicted,Short-term,Graduate,Unemployed,Suburban
9121,51+,Female,Kidnapping,Rural,Night,Digital Tools,No,Brute Force,Yes,Manipulative,Yes,Running,Convicted,Long-term,Postgraduate,Unemployed,Suburban
9122,26-35,Other,Assault,Metro,Evening,Knife,Yes,Social Engineering,No,Manipulative,No,None,Under Trial,N/A,High School,Employed,Rural
9123,36-50,Male,Murder,Metro,Morning,Knife,No,Brute Force,No,Manipulative,No,None,Under Trial,N/A,Postgraduate,Self-Employed,Urban
9124,18-25,Male,Murder,City,Morning,Knife,Yes,Breaking & Entering,No,Opportunistic,No,Vehicle,Convicted,Life,High School,Student,Rural
9125,51+,Male,Cybercrime,City,Evening,Gun,Yes,Social Engineering,Yes,Calculated,Yes,None,Under Trial,N/A,Graduate,Self-Employed,Urban
9126,51+,Other,Drug Offense,City,Night,Knife,No,Online Fraud,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,Graduate,Employed,Suburban
9127,26-35,Female,Theft,City,Morning,Knife,Yes,Social Engineering,No,Calculated,Yes,None,Under Trial,N/A,High School,Employed,Suburban
9128,36-50,Female,Theft,Rural,Morning,Gun,Yes,Extortion,Yes,Aggressive,Yes,Running,Acquitted,N/A,High School,Unemployed,Rural
9129,26-35,Female,Drug Offense,Metro,Night,Gun,Yes,Breaking & Entering,Yes,Manipulative,No,Running,Acquitted,N/A,High School,Employed,Rural
9130,18-25,Other,Kidnapping,Rural,Morning,Gun,No,Social Engineering,No,Calculated,No,Running,Acquitted,N/A,High School,Self-Employed,Suburban
9131,36-50,Female,Human Trafficking,Rural,Night,Digital Tools,Yes,Extortion,No,Aggressive,Yes,Fake Identity,Acquitted,N/A,Graduate,Employed,Suburban
9132,18-25,Other,Assault,City,Night,Digital Tools,No,Online Fraud,Yes,Aggressive,No,Fake Identity,Under Trial,N/A,Postgraduate,Employed,Suburban
9133,18-25,Male,Kidnapping,City,Morning,Knife,No,Extortion,Yes,Aggressive,No,Fake Identity,Under Trial,N/A,Postgraduate,Student,Urban
9134,26-35,Female,Drug Offense,Rural,Night,Digital Tools,No,Online Fraud,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,High School,Student,Suburban
9135,36-50,Other,Cybercrime,Metro,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Opportunistic,No,Fake Identity,Convicted,Life,Graduate,Employed,Rural
9136,36-50,Male,Theft,City,Evening,Knife,Yes,Social Engineering,No,Opportunistic,Yes,Running,Convicted,Life,Undergraduate,Employed,Rural
9137,51+,Other,Cybercrime,Rural,Evening,Knife,Yes,Brute Force,Yes,Calculated,Yes,None,Convicted,Death,High School,Student,Suburban
9138,18-25,Female,Fraud,Rural,Morning,Knife,Yes,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A,Postgraduate,Unemployed,Urban
9139,18-25,Other,Theft,City,Morning,Gun,No,Social Engineering,Yes,Manipulative,No,None,Under Trial,N/A,Postgraduate,Employed,Rural
9140,51+,Female,Drug Offense,Rural,Night,Gun,No,Breaking & Entering,No,Manipulative,Yes,Running,Under Trial,N/A,Postgraduate,Employed,Suburban
9141,18-25,Male,Cybercrime,Rural,Morning,Knife,Yes,Social Engineering,No,Calculated,Yes,None,Under Trial,N/A,Postgraduate,Employed,Urban
9142,36-50,Female,Drug Offense,Rural,Morning,Knife,No,Online Fraud,No,Manipulative,No,Fake Identity,Under Trial,N/A,Postgraduate,Self-Employed,Rural
9143,18-25,Other,Kidnapping,Rural,Night,None,Yes,Social Engineering,Yes,Calculated,Yes,None,Convicted,Death,Postgraduate,Self-Employed,Suburban
9144,51+,Female,Assault,City,Morning,Knife,No,Social Engineering,No,Aggressive,No,Vehicle,Acquitted,N/A,Graduate,Self-Employed,Urban
9145,36-50,Male,Kidnapping,Rural,Night,Knife,Yes,Brute Force,No,Manipulative,Yes,Running,Under Trial,N/A,Postgraduate,Unemployed,Urban
9146,51+,Female,Drug Offense,Metro,Morning,Digital Tools,Yes,Extortion,Yes,Calculated,No,Running,Acquitted,N/A,High School,Unemployed,Rural
9147,51+,Female,Fraud,City,Night,Digital Tools,Yes,Breaking & Entering,Yes,Opportunistic,Yes,Vehicle,Convicted,Long-term,Undergraduate,Student,Rural
9148,36-50,Other,Drug Offense,Rural,Night,Knife,No,Extortion,Yes,Calculated,Yes,Vehicle,Under Trial,N/A,Undergraduate,Self-Employed,Urban
9149,51+,Female,Fraud,Rural,Night,Gun,Yes,Online Fraud,Yes,Opportunistic,Yes,None,Convicted,Life,Undergraduate,Student,Urban
9150,51+,Male,Cybercrime,City,Evening,Knife,Yes,Social Engineering,Yes,Calculated,No,Running,Convicted,Long-term,High School,Employed,Rural
9151,51+,Female,Kidnapping,Metro,Morning,Digital Tools,No,Breaking & Entering,Yes,Opportunistic,Yes,None,Acquitted,N/A,Postgraduate,Employed,Urban
9152,18-25,Female,Drug Offense,City,Night,Gun,Yes,Brute Force,Yes,Manipulative,Yes,None,Under Trial,N/A,Graduate,Student,Rural
9153,26-35,Other,Assault,City,Evening,Gun,Yes,Social Engineering,Yes,Manipulative,Yes,None,Convicted,Long-term,Undergraduate,Employed,Urban
9154,18-25,Other,Theft,Rural,Night,Digital Tools,No,Online Fraud,No,Aggressive,Yes,Vehicle,Under Trial,N/A,Graduate,Self-Employed,Rural
9155,51+,Female,Theft,City,Night,Digital Tools,No,Social Engineering,Yes,Calculated,No,Vehicle,Acquitted,N/A,Undergraduate,Employed,Urban
9156,26-35,Male,Drug Offense,City,Evening,Digital Tools,No,Breaking & Entering,Yes,Manipulative,Yes,Running,Under Trial,N/A,High School,Employed,Rural
9157,26-35,Male,Cybercrime,City,Night,Digital Tools,No,Social Engineering,No,Opportunistic,Yes,Running,Acquitted,N/A,Postgraduate,Unemployed,Suburban
9158,51+,Female,Murder,Metro,Evening,Gun,Yes,Online Fraud,Yes,Opportunistic,Yes,None,Under Trial,N/A,Undergraduate,Employed,Suburban
9159,36-50,Male,Kidnapping,Metro,Evening,Knife,No,Online Fraud,Yes,Aggressive,No,Vehicle,Acquitted,N/A,Undergraduate,Student,Urban
9160,36-50,Other,Murder,City,Evening,Knife,No,Breaking & Entering,No,Opportunistic,Yes,Fake Identity,Convicted,Short-term,Postgraduate,Unemployed,Urban
